name,product_url,part_number,brand_name,category,gross_weight,width,length,warranty,material,photo_url,stock_quantity,price
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/44e70c08-a5de-43d6-9390-00cb0d3b2d13,MH161-8858P,NGK,Freios,8.89,21.9,30.8,12 meses,Borracha Sintética,https://picsum.photos/seed/MH161-8858P/200/300,161,993.06
MOTOR DE PARTIDA,https://testdata.devmka.online/products/785c148b-ac3f-4a85-80bd-f9510fc14ee8,DL671-5286H,BREMBO,Freios,6.33,38.9,73.8,12 meses,Aço Carbono,https://picsum.photos/seed/DL671-5286H/200/300,116,713.9
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/50f76009-78ea-45bc-8200-b7edd1c9c41d,YM125-5494U,SKF,Motor,5.3,15.7,19.7,12 meses,Aço Carbono,https://picsum.photos/seed/YM125-5494U/200/300,85,1073.27
CORREIA DENTADA,https://testdata.devmka.online/products/e0f1fe03-1f73-4121-bd6b-07a753d39c62,EO258-6182R,MARELLI,Freios,13.07,42.1,41.3,12 meses,Aço Carbono,https://picsum.photos/seed/EO258-6182R/200/300,155,1376.93
SONDA LAMBDA,https://testdata.devmka.online/products/e53d6aa9-0754-47a3-991d-63306ee03580,DK368-5004D,NGK,Suspensão e Direção,10.83,32.5,81.0,12 meses,Alumínio,https://picsum.photos/seed/DK368-5004D/200/300,190,1047.93
ALTERNADOR,https://testdata.devmka.online/products/cc3ed9ce-99fa-4f6a-9f25-b4003bdc644a,KE502-3818G,ACDELCO,Freios,5.9,23.8,74.2,12 meses,Alumínio,https://picsum.photos/seed/KE502-3818G/200/300,174,673.97
RADIADOR,https://testdata.devmka.online/products/f0e71c49-6c03-46fb-93b0-2ca0e7853690,YD612-3845V,SKF,Motor,7.57,25.3,68.2,12 meses,Borracha Sintética,https://picsum.photos/seed/YD612-3845V/200/300,80,206.4
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/6dba2a36-61fb-4e7d-b131-82c6a421c98d,AN543-0178T,SKF,Filtros,2.62,19.8,95.1,12 meses,Cerâmica,https://picsum.photos/seed/AN543-0178T/200/300,128,591.59
ALTERNADOR,https://testdata.devmka.online/products/ddfe144a-0b16-45eb-87ed-1d273bd85259,DV149-1566I,BREMBO,Sistema Elétrico,11.42,11.1,67.7,12 meses,Cerâmica,https://picsum.photos/seed/DV149-1566I/200/300,180,886.29
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/5646a125-56ae-41f8-b6a5-8d1423e46416,ZP066-4565D,BOSCH,Sistema Elétrico,6.93,20.2,93.8,12 meses,Borracha Sintética,https://picsum.photos/seed/ZP066-4565D/200/300,12,1057.23
MOTOR DE PARTIDA,https://testdata.devmka.online/products/3e878582-89eb-4bcc-8d79-e3e3e827d855,BV101-0367L,BOSCH,Freios,6.92,32.8,37.2,12 meses,Alumínio,https://picsum.photos/seed/BV101-0367L/200/300,67,1058.78
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/d1869adf-9529-4a20-8057-44adb63ebc15,SI134-7754E,NGK,Freios,8.56,6.9,46.1,12 meses,Aço Carbono,https://picsum.photos/seed/SI134-7754E/200/300,26,559.04
RADIADOR,https://testdata.devmka.online/products/b7714f91-fd5d-4059-b80f-cfeaa73adbb8,GP579-3265K,MONROE,Motor,9.41,5.7,50.8,12 meses,Aço Carbono,https://picsum.photos/seed/GP579-3265K/200/300,91,1486.09
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/838084d1-b939-401a-b61b-6c4213503d5a,QK338-4128T,MONROE,Filtros,9.11,20.4,26.0,12 meses,Aço Carbono,https://picsum.photos/seed/QK338-4128T/200/300,144,599.01
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/f315b426-c5f2-4e15-a5e7-8344cc39d55b,ZX844-6852S,BREMBO,Filtros,2.0,18.0,50.6,12 meses,Aço Carbono,https://picsum.photos/seed/ZX844-6852S/200/300,35,163.26
PASTILHA DE FREIO,https://testdata.devmka.online/products/9cd3b8e3-f72b-4de0-acff-9efddb851142,FE833-5528T,SKF,Filtros,9.55,36.8,11.0,12 meses,Aço Carbono,https://picsum.photos/seed/FE833-5528T/200/300,161,563.45
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/f7b312a0-54ce-4ed8-8cb1-1218308fdedb,QP067-2429E,BREMBO,Motor,6.58,27.5,17.4,12 meses,Borracha Sintética,https://picsum.photos/seed/QP067-2429E/200/300,197,1494.01
DISCO DE FREIO,https://testdata.devmka.online/products/fa1a8d67-29b4-45e1-a796-976abc5c2c55,EQ457-8920P,MARELLI,Suspensão e Direção,4.91,24.4,88.5,12 meses,Cerâmica,https://picsum.photos/seed/EQ457-8920P/200/300,53,1478.23
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/4fb9f642-a5c1-41d0-8da2-2c10bc360615,HM439-8983I,MONROE,Sistema Elétrico,6.76,21.8,59.6,12 meses,Cerâmica,https://picsum.photos/seed/HM439-8983I/200/300,46,1170.99
DISCO DE FREIO,https://testdata.devmka.online/products/7cd9d14e-482d-436c-ba28-8719afd26ae0,WN270-9646E,MARELLI,Suspensão e Direção,0.95,30.4,49.8,12 meses,Aço Carbono,https://picsum.photos/seed/WN270-9646E/200/300,155,564.47
DISCO DE FREIO,https://testdata.devmka.online/products/cf9222fd-ec14-4978-9188-719d5cce9eaa,XD295-0968A,BREMBO,Freios,8.06,45.6,52.7,12 meses,Aço Carbono,https://picsum.photos/seed/XD295-0968A/200/300,6,589.45
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/22fb13fd-b2ac-45e0-a4d4-e90fcd592e76,QO426-8115L,BREMBO,Filtros,6.07,26.4,80.7,12 meses,Aço Carbono,https://picsum.photos/seed/QO426-8115L/200/300,13,590.6
RADIADOR,https://testdata.devmka.online/products/476a5e94-bf0b-41c4-bd4a-92514ea91249,JI497-5548R,BREMBO,Transmissão,2.58,49.6,44.1,12 meses,Aço Carbono,https://picsum.photos/seed/JI497-5548R/200/300,174,384.13
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/21ff8ad6-f080-45c2-a65a-3f2dfd83ec69,AA182-2660A,BREMBO,Motor,7.0,39.0,58.5,12 meses,Cerâmica,https://picsum.photos/seed/AA182-2660A/200/300,38,597.19
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/1a76ff16-866b-45ee-b24a-87776f45a4be,EM613-1673G,SKF,Sistema Elétrico,4.31,8.2,23.4,12 meses,Aço Carbono,https://picsum.photos/seed/EM613-1673G/200/300,199,299.57
ALTERNADOR,https://testdata.devmka.online/products/03a68d16-9ba7-4560-b605-72de9c83cd07,HZ670-2166L,MARELLI,Motor,7.56,32.7,74.7,12 meses,Cerâmica,https://picsum.photos/seed/HZ670-2166L/200/300,151,1372.86
BICO INJETOR,https://testdata.devmka.online/products/8f283eee-f27b-464b-a2bf-dc959581764c,SG336-0911Q,NGK,Filtros,5.41,13.0,10.0,12 meses,Cerâmica,https://picsum.photos/seed/SG336-0911Q/200/300,51,1207.92
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/76695505-8d17-4365-be40-f0ec6d8cc3aa,TL896-0612Q,BREMBO,Transmissão,0.39,46.4,70.8,12 meses,Aço Carbono,https://picsum.photos/seed/TL896-0612Q/200/300,168,428.58
PASTILHA DE FREIO,https://testdata.devmka.online/products/29896ce2-1c79-4a7e-b9a8-d1d414d75c35,IB658-3360N,ACDELCO,Suspensão e Direção,9.94,41.0,57.1,12 meses,Aço Carbono,https://picsum.photos/seed/IB658-3360N/200/300,122,1218.77
ROLAMENTO DE RODA,https://testdata.devmka.online/products/ad8fc97e-187f-4712-ab5c-db4ee676adfe,MJ113-1219J,BOSCH,Transmissão,8.26,42.1,53.7,12 meses,Aço Carbono,https://picsum.photos/seed/MJ113-1219J/200/300,112,204.65
RADIADOR,https://testdata.devmka.online/products/d4b522a0-09a3-4bfe-bac9-1336bb763384,OQ795-9513R,BOSCH,Freios,7.62,37.1,14.1,12 meses,Alumínio,https://picsum.photos/seed/OQ795-9513R/200/300,70,398.64
ALTERNADOR,https://testdata.devmka.online/products/567af957-2205-4a95-9d39-03b8045a0b75,DG372-7644C,MARELLI,Transmissão,2.16,20.9,68.9,12 meses,Alumínio,https://picsum.photos/seed/DG372-7644C/200/300,165,1243.21
CORREIA DENTADA,https://testdata.devmka.online/products/336554a2-6bcd-4d32-98f7-a645ee185db0,RF493-6741N,ACDELCO,Sistema Elétrico,4.02,7.3,30.5,12 meses,Aço Carbono,https://picsum.photos/seed/RF493-6741N/200/300,8,1371.46
PASTILHA DE FREIO,https://testdata.devmka.online/products/75fd714e-6d33-4c9b-834a-ca93f55fb356,RU768-9821Q,BOSCH,Motor,1.53,9.7,10.5,12 meses,Aço Carbono,https://picsum.photos/seed/RU768-9821Q/200/300,164,1272.86
DISCO DE FREIO,https://testdata.devmka.online/products/f6244e68-7837-4b48-870a-b1d94f539700,PY230-4254O,MARELLI,Motor,5.95,26.6,42.2,12 meses,Alumínio,https://picsum.photos/seed/PY230-4254O/200/300,84,135.06
SONDA LAMBDA,https://testdata.devmka.online/products/c8c7ee04-7212-4214-867f-9b87e87fb529,UR960-0067A,ACDELCO,Sistema Elétrico,6.33,5.1,32.2,12 meses,Cerâmica,https://picsum.photos/seed/UR960-0067A/200/300,164,740.31
SONDA LAMBDA,https://testdata.devmka.online/products/b7dac1a0-e58a-4ddc-9131-4285868adf24,PW505-9609D,BOSCH,Sistema Elétrico,9.82,35.0,59.7,12 meses,Aço Carbono,https://picsum.photos/seed/PW505-9609D/200/300,43,239.82
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/3d1b43c2-398b-4a58-a413-60996622d9a8,WC755-6883O,BOSCH,Transmissão,14.63,45.7,24.7,12 meses,Aço Carbono,https://picsum.photos/seed/WC755-6883O/200/300,188,446.18
ALTERNADOR,https://testdata.devmka.online/products/e911292e-c33f-4d63-b06b-95f17963d160,JZ739-3174T,MARELLI,Sistema Elétrico,2.19,37.8,69.4,12 meses,Cerâmica,https://picsum.photos/seed/JZ739-3174T/200/300,64,1003.26
FILTRO DE ÓLEO,https://testdata.devmka.online/products/b642a016-7708-4981-81f2-d5181455a6b6,LZ390-3189U,MONROE,Sistema Elétrico,3.4,14.6,45.2,12 meses,Alumínio,https://picsum.photos/seed/LZ390-3189U/200/300,28,1498.29
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/fb7224af-dd49-418f-88e9-02b489b70aef,XP989-2222L,BREMBO,Filtros,3.15,12.7,30.4,12 meses,Borracha Sintética,https://picsum.photos/seed/XP989-2222L/200/300,63,816.47
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/5bedc6fd-d684-499b-8ffc-deef686e25d6,BV581-0341M,SKF,Motor,13.84,29.2,61.2,12 meses,Alumínio,https://picsum.photos/seed/BV581-0341M/200/300,140,935.35
RADIADOR,https://testdata.devmka.online/products/9d60190b-2122-443a-adf2-5c5829f8b579,ZJ107-1453U,MONROE,Freios,2.41,29.7,40.4,12 meses,Borracha Sintética,https://picsum.photos/seed/ZJ107-1453U/200/300,132,1283.87
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/81992734-59c2-41b5-af72-1435d0560a14,LL558-9396V,BOSCH,Suspensão e Direção,3.44,14.3,86.9,12 meses,Aço Carbono,https://picsum.photos/seed/LL558-9396V/200/300,37,141.76
MOTOR DE PARTIDA,https://testdata.devmka.online/products/b5e8ba28-c7f1-459a-9905-935e3d5c10c2,EQ527-1391J,BOSCH,Sistema Elétrico,4.2,7.6,62.4,12 meses,Cerâmica,https://picsum.photos/seed/EQ527-1391J/200/300,63,445.35
KIT DE EMBREAGEM,https://testdata.devmka.online/products/edffcee0-2d94-45bc-ab3d-9f0adcdbab32,XK603-5916W,ACDELCO,Motor,8.6,40.1,10.6,12 meses,Alumínio,https://picsum.photos/seed/XK603-5916W/200/300,151,86.42
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/6b2251c4-2d4d-4e0f-b3f4-06cbd4cc3937,OE563-3444V,MARELLI,Filtros,9.47,43.8,92.5,12 meses,Cerâmica,https://picsum.photos/seed/OE563-3444V/200/300,164,1406.59
MOTOR DE PARTIDA,https://testdata.devmka.online/products/fe7d0102-8f8e-4208-acd6-6e7f1a6037bb,ST006-3459I,MONROE,Motor,6.65,40.3,96.4,12 meses,Alumínio,https://picsum.photos/seed/ST006-3459I/200/300,73,867.49
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/95f67b97-3793-4a86-8811-448b89f5135b,KI305-8134T,BOSCH,Suspensão e Direção,11.68,36.6,49.9,12 meses,Aço Carbono,https://picsum.photos/seed/KI305-8134T/200/300,156,833.16
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/464910cc-c63b-49dd-a654-9c450738997b,VP274-8400U,ACDELCO,Motor,1.42,38.5,99.9,12 meses,Aço Carbono,https://picsum.photos/seed/VP274-8400U/200/300,158,306.62
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/8838c7dd-9614-4165-aa64-d9d0bc5118c5,MK292-9835V,BREMBO,Freios,4.21,19.9,39.0,12 meses,Cerâmica,https://picsum.photos/seed/MK292-9835V/200/300,152,1060.06
MOTOR DE PARTIDA,https://testdata.devmka.online/products/6c92c477-f887-4a1c-a5eb-df4f1f9aa433,PG922-8860L,SKF,Motor,14.03,48.4,25.0,12 meses,Alumínio,https://picsum.photos/seed/PG922-8860L/200/300,56,962.37
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/a47bff2d-3576-43a4-a80a-76e8e664e7a8,VB347-5043K,BOSCH,Sistema Elétrico,12.96,48.2,33.8,12 meses,Borracha Sintética,https://picsum.photos/seed/VB347-5043K/200/300,7,981.99
KIT DE EMBREAGEM,https://testdata.devmka.online/products/b8ff9055-44d5-4006-9889-cb16d0ba1891,ZK061-6469V,NGK,Freios,7.61,9.4,70.5,12 meses,Cerâmica,https://picsum.photos/seed/ZK061-6469V/200/300,96,473.02
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/eb3ecd03-c1a2-4d40-9153-de98dfef4fb5,QF011-3551J,MONROE,Sistema Elétrico,10.91,37.9,17.2,12 meses,Aço Carbono,https://picsum.photos/seed/QF011-3551J/200/300,134,1273.76
PASTILHA DE FREIO,https://testdata.devmka.online/products/11ef0154-9bce-4840-af8a-40dbb9f9ca9a,DQ473-1160Y,MONROE,Transmissão,14.22,26.4,76.1,12 meses,Borracha Sintética,https://picsum.photos/seed/DQ473-1160Y/200/300,143,1169.95
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/b8196c29-d194-4d95-8511-115dcc13ae3d,TR060-5866A,NGK,Suspensão e Direção,7.8,38.5,26.8,12 meses,Aço Carbono,https://picsum.photos/seed/TR060-5866A/200/300,132,677.9
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/19e8ca10-f289-4963-8f07-3a16be73eb2b,FR550-1820C,ACDELCO,Freios,0.62,37.4,37.7,12 meses,Alumínio,https://picsum.photos/seed/FR550-1820C/200/300,62,579.49
BICO INJETOR,https://testdata.devmka.online/products/c1eb3d53-25bf-441a-8942-b172980b0f6f,QS215-6347W,ACDELCO,Sistema Elétrico,2.12,45.2,31.0,12 meses,Aço Carbono,https://picsum.photos/seed/QS215-6347W/200/300,71,251.34
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/62ee8e0a-8969-4cc2-a34d-ee35819fa304,WD060-9121D,NGK,Transmissão,4.59,7.2,46.2,12 meses,Cerâmica,https://picsum.photos/seed/WD060-9121D/200/300,193,1246.17
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/7a86a80d-299a-4054-ac98-2f5f79c23bf0,ZN871-7701J,BOSCH,Transmissão,6.62,21.0,34.3,12 meses,Aço Carbono,https://picsum.photos/seed/ZN871-7701J/200/300,11,1374.78
KIT DE EMBREAGEM,https://testdata.devmka.online/products/e8339b37-f1a1-4e11-9e5f-0e63bb3fc965,TM255-9696C,SKF,Filtros,0.92,41.4,19.1,12 meses,Cerâmica,https://picsum.photos/seed/TM255-9696C/200/300,112,762.24
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/bc2faea6-5550-4754-b742-a2d6fc1de87d,HE865-5897X,MONROE,Filtros,0.95,20.6,80.6,12 meses,Cerâmica,https://picsum.photos/seed/HE865-5897X/200/300,174,317.94
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/acf1bd82-e721-4c8a-989c-7ecf08366381,XU810-1365C,MONROE,Filtros,1.45,28.4,14.4,12 meses,Cerâmica,https://picsum.photos/seed/XU810-1365C/200/300,12,1111.72
KIT DE EMBREAGEM,https://testdata.devmka.online/products/1d61c70a-9b9c-47ed-9766-65a058de1a05,VZ182-7560R,BOSCH,Freios,8.43,38.0,31.7,12 meses,Aço Carbono,https://picsum.photos/seed/VZ182-7560R/200/300,181,289.99
RADIADOR,https://testdata.devmka.online/products/9d1aabae-b00b-43dd-a8c7-35fb7cd3b3a0,AP681-2628H,NGK,Sistema Elétrico,4.38,21.0,24.7,12 meses,Cerâmica,https://picsum.photos/seed/AP681-2628H/200/300,197,52.82
PASTILHA DE FREIO,https://testdata.devmka.online/products/9c1a189f-5023-4b15-8df8-d9e428c66be6,WO415-0742R,BOSCH,Freios,10.3,47.7,25.6,12 meses,Cerâmica,https://picsum.photos/seed/WO415-0742R/200/300,119,569.89
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/ae6deab5-4c0b-4c75-b48e-e8719e722331,QR300-3210I,SKF,Filtros,4.12,7.3,53.1,12 meses,Aço Carbono,https://picsum.photos/seed/QR300-3210I/200/300,152,198.97
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/2d5f556b-d469-4ab8-9c81-ed1e64c38f42,TX679-5127M,MARELLI,Suspensão e Direção,7.51,49.6,70.8,12 meses,Borracha Sintética,https://picsum.photos/seed/TX679-5127M/200/300,178,935.78
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/6a32f98a-5dda-4f72-adb2-d9da6666ab45,CD663-2095C,SKF,Filtros,1.77,26.4,29.7,12 meses,Alumínio,https://picsum.photos/seed/CD663-2095C/200/300,56,1280.64
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/bf650a2f-956c-465b-8588-af990f5823e8,ZW657-2284T,NGK,Transmissão,2.86,34.7,90.1,12 meses,Alumínio,https://picsum.photos/seed/ZW657-2284T/200/300,85,1288.04
DISCO DE FREIO,https://testdata.devmka.online/products/1203a28e-d878-4e6e-a1c3-755a243c5f1c,YD296-3820K,BOSCH,Transmissão,0.56,29.3,26.4,12 meses,Alumínio,https://picsum.photos/seed/YD296-3820K/200/300,118,1233.36
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/564a871e-56d2-4c59-9b7a-606410ee8804,ZY089-9979N,BREMBO,Motor,11.88,42.1,24.4,12 meses,Aço Carbono,https://picsum.photos/seed/ZY089-9979N/200/300,147,981.41
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/74db3eae-69d7-42b1-9583-995e9f4c6199,VH616-8410P,ACDELCO,Freios,6.24,48.6,26.5,12 meses,Cerâmica,https://picsum.photos/seed/VH616-8410P/200/300,161,1372.92
FILTRO DE ÓLEO,https://testdata.devmka.online/products/e86a7c32-fdb6-415d-a768-0801da18125b,CE334-5085K,NGK,Transmissão,7.31,42.3,40.6,12 meses,Aço Carbono,https://picsum.photos/seed/CE334-5085K/200/300,11,740.74
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/5e93edf1-f6cf-44b5-b961-1e4e40bce636,PZ083-5079X,ACDELCO,Transmissão,4.39,25.2,86.0,12 meses,Aço Carbono,https://picsum.photos/seed/PZ083-5079X/200/300,188,369.46
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/2790577a-94da-440a-9197-dc3f8ceeb056,BW788-1820B,SKF,Freios,4.94,15.3,12.4,12 meses,Alumínio,https://picsum.photos/seed/BW788-1820B/200/300,156,682.98
ROLAMENTO DE RODA,https://testdata.devmka.online/products/59180108-e120-4365-ab39-78b5af072b1e,ZG617-5428S,NGK,Transmissão,14.43,5.6,75.4,12 meses,Borracha Sintética,https://picsum.photos/seed/ZG617-5428S/200/300,29,937.28
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/b48bbe6e-d119-46b3-8ea4-238acb17902b,BP989-8134S,MONROE,Motor,10.07,35.3,75.4,12 meses,Borracha Sintética,https://picsum.photos/seed/BP989-8134S/200/300,18,552.51
BICO INJETOR,https://testdata.devmka.online/products/998d4307-bc0c-4514-868c-774baad63f95,IH378-0633T,ACDELCO,Sistema Elétrico,13.07,16.6,99.3,12 meses,Borracha Sintética,https://picsum.photos/seed/IH378-0633T/200/300,143,462.79
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/b2e43ba6-763a-4300-bbc5-1c5f5e31d597,RM998-9157D,SKF,Filtros,3.15,7.6,70.5,12 meses,Aço Carbono,https://picsum.photos/seed/RM998-9157D/200/300,182,241.95
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/2cb355d6-1b7a-43b5-8d4a-198c444bb492,RW065-2198V,BOSCH,Transmissão,10.72,28.8,33.3,12 meses,Aço Carbono,https://picsum.photos/seed/RW065-2198V/200/300,105,401.37
CORREIA DENTADA,https://testdata.devmka.online/products/a67a8ba4-1a56-4b80-8a6d-c6e9ac4b4c05,ML882-4354Y,BREMBO,Motor,4.55,7.4,10.5,12 meses,Aço Carbono,https://picsum.photos/seed/ML882-4354Y/200/300,39,314.28
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/6598503f-554b-4358-8afa-59a4a8628b9a,FM250-1485C,MARELLI,Filtros,13.03,8.9,10.7,12 meses,Borracha Sintética,https://picsum.photos/seed/FM250-1485C/200/300,97,78.27
FILTRO DE ÓLEO,https://testdata.devmka.online/products/0995c05f-966b-4bc2-a351-943d15368009,EJ090-4577K,MONROE,Transmissão,0.37,22.4,60.6,12 meses,Borracha Sintética,https://picsum.photos/seed/EJ090-4577K/200/300,179,134.15
DISCO DE FREIO,https://testdata.devmka.online/products/dc3480f4-ee00-4f58-8b64-88fa3ddc38e0,PO049-5004E,SKF,Suspensão e Direção,13.49,10.0,27.2,12 meses,Cerâmica,https://picsum.photos/seed/PO049-5004E/200/300,127,215.42
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/23819e6e-f2ab-4da2-ad98-7452e6d06c5f,NF691-1187E,SKF,Motor,4.99,12.2,81.3,12 meses,Aço Carbono,https://picsum.photos/seed/NF691-1187E/200/300,90,326.52
DISCO DE FREIO,https://testdata.devmka.online/products/d2e533b4-c8a8-4f70-81b1-24cdb9c28312,AU445-1736T,ACDELCO,Suspensão e Direção,6.13,7.4,88.2,12 meses,Borracha Sintética,https://picsum.photos/seed/AU445-1736T/200/300,122,874.0
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/7a31aa96-7bfd-4de4-b9fd-f1c992fb364f,MD512-3140B,MONROE,Suspensão e Direção,14.25,26.8,54.3,12 meses,Borracha Sintética,https://picsum.photos/seed/MD512-3140B/200/300,29,702.79
BICO INJETOR,https://testdata.devmka.online/products/4e84b0d6-e9ce-4bf1-b6c2-2b093d1cf118,YW471-7042E,NGK,Sistema Elétrico,5.93,30.3,74.3,12 meses,Alumínio,https://picsum.photos/seed/YW471-7042E/200/300,29,1063.55
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/e2223fec-2324-403f-872f-450b492f3561,RB102-2323O,BOSCH,Motor,14.62,32.7,69.1,12 meses,Cerâmica,https://picsum.photos/seed/RB102-2323O/200/300,184,1041.29
BICO INJETOR,https://testdata.devmka.online/products/1e50927c-f88b-4cec-981b-e8a40ce7eee6,UE524-2110C,MONROE,Sistema Elétrico,1.66,47.1,39.1,12 meses,Cerâmica,https://picsum.photos/seed/UE524-2110C/200/300,122,318.49
BICO INJETOR,https://testdata.devmka.online/products/37ccb199-0fc7-4c60-8555-c4298effe82c,DJ947-4721U,MARELLI,Motor,9.91,44.7,48.9,12 meses,Aço Carbono,https://picsum.photos/seed/DJ947-4721U/200/300,33,301.56
SONDA LAMBDA,https://testdata.devmka.online/products/7ff265e3-8573-4b54-919d-5a927fb41a1a,HR754-3525A,BREMBO,Motor,5.17,21.2,94.2,12 meses,Borracha Sintética,https://picsum.photos/seed/HR754-3525A/200/300,173,376.62
BICO INJETOR,https://testdata.devmka.online/products/9464c34c-8b07-4e51-9181-1aedb81732d2,UV197-5271W,MONROE,Suspensão e Direção,14.75,11.4,30.2,12 meses,Aço Carbono,https://picsum.photos/seed/UV197-5271W/200/300,4,617.37
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/82fdbdb1-c685-4213-a4ab-7422f3c46613,WE449-7639E,MARELLI,Transmissão,14.83,40.1,27.8,12 meses,Alumínio,https://picsum.photos/seed/WE449-7639E/200/300,181,705.34
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/672bab87-92a5-414d-8e67-26823f92eb35,NH021-6390M,BREMBO,Transmissão,14.87,16.0,32.9,12 meses,Borracha Sintética,https://picsum.photos/seed/NH021-6390M/200/300,138,1397.84
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/a01bd3ec-7d0e-45c6-be56-79f0f21f5e4e,CC378-3234T,NGK,Motor,10.88,9.7,14.0,12 meses,Aço Carbono,https://picsum.photos/seed/CC378-3234T/200/300,159,730.02
FILTRO DE ÓLEO,https://testdata.devmka.online/products/1a568282-2de4-4fd6-82f5-7dff96f71cea,KA407-6310I,SKF,Suspensão e Direção,14.98,9.2,93.5,12 meses,Cerâmica,https://picsum.photos/seed/KA407-6310I/200/300,11,149.49
